North-Kivu,15-06-2026,"Admissions : 7. Décès : 0, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 45 (15 confirmés, 30 suspectés). Taux d'occupation : 63,4%. 100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS. 1 enfant en crèche (100%), 13 enfants en communauté ont bénéficié de SMSPS. 7 compagnons CTE, 14 PPL, 12 ménages/communautés."
South-Kivu,15-06-2026,"Admissions : 7. Décès : 0, Non-cas : 3, Récupérations : 0, Evasions : 0. En isolement : 10 (1 confirmé, 9 suspecté). Taux d'occupation : 31,3%. 100 % de nouveaux cas confirmés, 100 % de cas suspects sous suivi reçu par SMSPS."
Ituri,16-06-2026,"Admissions : 47. Décès : 8, Non-cas : 23, Récupérations : 18, Evasions : 1. En isolement : 318 (138 confirmés, 180 suspectés). Taux d'occupation : 96,4%. 28,5 % des nouveaux cas confirmés, 25,9 % des cas confirmés sous suivi, 19,1 % des nouveaux cas suspects et 27 % des cas suspects sous suivi ont reçu une SMSPS. 70 résultats annoncés (30 positifs). 44 compagnons CTE, 288 PPL, 69 ménages/communautés."
North-Kivu,16-06-2026,"Admissions : 11. Décès : 9, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 46 (13 confirmés, 33 suspectés). Taux d'occupation : 64,8%. 100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS. 9 enfants de la communauté ont reçu la SMSPS. 3 compagnons CTE, 15 PPL, 20 ménages/communautés."
South-Kivu,16-06-2026,"Admissions : 9. Décès : 0, Non-cas : 4, Récupérations : 0, Evasions : 0. En isolement : 15 (1 confirmé, 14 suspecté). Taux d'occupation : 46,9%. 41,7 % confirmés sous suivi, 62,5 % de nouveaux suspects, 28,1 % suspectés sous suivi ont reçu la SMSPS. 11 résultats annoncés."
Ituri,18-06-2026,"Admissions : 53. Décès : 16, Non-cas : 19, Récupérations : 2, Evasions : 2. En isolement : 349 (139 confirmés, 210 suspectés). Taux d'occupation : 103,3% (surcapacité). 100 % des nouveaux cas confirmés, 57,6 % des cas confirmés sous suivi, 50 % des nouveaux cas suspects, 80,3 % des cas suspects sous suivi ont reçu une SMSPS. 10 résultats annoncés (3 positifs). 1 enfant en crèche a bénéficié de SMSPS. 71 compagnons CTE, 35 PPL, 37 ménages/communautés, 2 SDB appuyés."
North-Kivu,18-06-2026,"Admissions : 8. Décès : 0, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 56 (22 confirmés, 34 suspectés). Taux d'occupation : 78,9%. 100 % des nouveaux suspects ont reçu une SMSPS. 25 PPL ont reçu une SMSPS"
South-Kivu,18-06-2026,"Admissions : 9. Décès : 0, Non-cas : 1, Récupérations : 0, Evasions : 0. En isolement : 14 (1 confirmé, 13 suspecté). Taux d'occupation : 34,4%. 45,5 % des nouveaux cas confirmés, 36,7 % des cas confirmés sous suivi, 40 % des nouveaux cas suspects et 36,9 % des cas suspects sous suivi ont reçu une SMSPS. 6 enfants de la communauté ont reçu la SMSPS. 52 compagnons CTE, 28 PPL, 12 ménages/communautés."
Ituri,19-06-2026,"Admissions : 59. Décès : 5, Non-cas : 16, Récupérations : 12, Evasions : 5. En isolement : 307 (124 confirmés, 183 suspectés). Taux d'occupation : 90,8%. 40 % des nouveaux cas confirmés, 37,6 % des cas confirmés sous suivi, 2,7 % des nouveaux cas suspects et 20,7 % des cas suspects sous suivi ont reçu une SMSPS. 25 résultats annoncés (10 positifs). 42 compagnons CTE, 165 PPL, 35 ménages/communautés, 1 SDB appuyée."
North-Kivu,19-06-2026,"Admissions : 6. Décès : 0, Non-cas : 8, Récupérations : 0, Evasions : 0. En isolement : 54 (24 confirmés, 30 suspectés). Taux d'occupation : 76,1%. 100 % de nouveaux suspects, 100 % de suspects sous suivi ont reçu une SMSPS. 16 enfants de la communauté ont bénéficié de SMSPS. 12 compagnons CTE, 21 PPL, 20 ménages/communautés."
South-Kivu,19-06-2026,"100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS."
